Unnamed: 0,qasrl_id,sentence,tokens,Unnamed: 0.1,len
1227.0,34_9ecbplus~!~5~!~134,"In a Monday statement President Obama said he intended to nominate Dr . Regina Benjamin as Surgeon General , the United States government's ""chief health educator . ""","In a Monday statement President Obama said he intended to nominate Dr . Regina Benjamin as Surgeon General , the United States government's ""chief health educator . """,,
1228.0,23_2ecb~!~0~!~183,"Dr Mark Vinar , 43 , is presumed dead after disappearing off Zurbriggens Ridge , on Mt Cook , on Thursday .","Dr Mark Vinar , 43 , is presumed dead after disappearing off Zurbriggens Ridge , on Mt Cook , on Thursday .",,
1229.0,21_5ecbplus~!~3~!~363,"An allegedly intoxicated driver who tried to flee after striking and fatally injuring a woman in Queens has been charged in her murder , according to police .","An allegedly intoxicated driver who tried to flee after striking and fatally injuring a woman in Queens has been charged in her murder , according to police .",,
1230.0,34_13ecb~!~1~!~32,"According to The Washington Post 's Howard Kurtz , it 's fact , and as long as the CNN doc can accustom himself to making White House money rather than cable-news money , he 's expected to accept .","According to The Washington Post 's Howard Kurtz , it 's fact , and as long as the CNN doc can accustom himself to making White House money rather than cable-news money , he 's expected to accept .",,
1231.0,2_11ecbplus~!~4~!~27,"The Academy of Motion Pictures Arts and Sciences announced this morning that Ellen DeGeneres would return to the Academy Awards as emcee , marking her second hosting stint .","The Academy of Motion Pictures Arts and Sciences announced this morning that Ellen DeGeneres would return to the Academy Awards as emcee , marking her second hosting stint .",,
1232.0,18_8ecb~!~0~!~152,"One man is dead after an ex-employee opened fire at his company 's Christmas party at a Vancouver , B.C. business Friday night .","One man is dead after an ex-employee opened fire at his company 's Christmas party at a Vancouver , B.C. business Friday night .",,
1233.0,35_10ecb~!~2~!~275,10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests .,10News in San Diego is reporting that Jackson was arrested by the California Highway Patrol early Tuesday morning after failing sobriety tests .,,
1234.0,12_4ecb~!~0~!~84,The Indian navy captured 23 pirates who threatened a merchant vessel in the lawless waters of the Gulf of Aden and a German naval helicopter thwarted another attack Saturday on a freighter being chased by speedboats off Yemen .,The Indian navy captured 23 pirates who threatened a merchant vessel in the lawless waters of the Gulf of Aden and a German naval helicopter thwarted another attack Saturday on a freighter being chased by speedboats off Yemen .,,
1235.0,18_11ecbplus~!~3~!~365,"A man suspected of shooting three people , killing one , at a suburban Detroit accounting firm from which he was fired last week was arrested after a high - speed chase a few hours after the attack this morning , authorities said .","A man suspected of shooting three people , killing one , at a suburban Detroit accounting firm from which he was fired last week was arrested after a high - speed chase a few hours after the attack this morning , authorities said .",,
1236.0,23_7ecbplus~!~7~!~81,The first of the deaths this weekend was that of a New Zealand climber who fell on Friday morning .,The first of the deaths this weekend was that of a New Zealand climber who fell on Friday morning .,,
1237.0,23_1ecbplus~!~7~!~134,The man is thought to have fallen much earlier in the day .,The man is thought to have fallen much earlier in the day .,,
1238.0,12_7ecbplus~!~3~!~156,An Indian warship on Thursday intercepted three boats with 26 Somali pirates in the Gulf of Aden and foiled an attack on merchant vessels .,An Indian warship on Thursday intercepted three boats with 26 Somali pirates in the Gulf of Aden and foiled an attack on merchant vessels .,,
1239.0,2_6ecbplus~!~3~!~70,"Reaching back to television for a comedy star , the producers of the Academy Awards telecast announced Friday that Ellen DeGeneres would return next year to host the annual Oscar ceremony .","Reaching back to television for a comedy star , the producers of the Academy Awards telecast announced Friday that Ellen DeGeneres would return next year to host the annual Oscar ceremony .",,
1240.0,34_11ecbplus~!~3~!~52,"President Barack Obama held a press conference , July 13 , 2009 to announce his nominee for U . S . Surgeon General , Regina Benjamin .","President Barack Obama held a press conference , July 13 , 2009 to announce his nominee for U . S . Surgeon General , Regina Benjamin .",,
1241.0,2_2ecb~!~4~!~225,"On Friday , the organization behind the Academy Awards named Australian actor Hugh Jackman as the host of February 's annual show .","On Friday , the organization behind the Academy Awards named Australian actor Hugh Jackman as the host of February 's annual show .",,
1242.0,34_7ecb~!~0~!~24,"U.S. president-elect Barack Obama has asked neurosurgeon Sanjay Gupta , CNN 's chief medical correspondent , to serve as the country 's surgeon general , CNN reported Tuesday .","U.S. president-elect Barack Obama has asked neurosurgeon Sanjay Gupta , CNN 's chief medical correspondent , to serve as the country 's surgeon general , CNN reported Tuesday .",,
1243.0,23_6ecbplus~!~6~!~213,"On Friday , 36 - year - old Duncan Rait died after slipping and falling about 60m from a ridge near the Tasman Glacier .","On Friday , 36 - year - old Duncan Rait died after slipping and falling about 60m from a ridge near the Tasman Glacier .",,
1244.0,35_6ecbplus~!~4~!~69,The City Attorney's Office was considering today whether to file misdemeanor drunken - driving charges against Chargers defensive lineman Jamal Williams .,The City Attorney's Office was considering today whether to file misdemeanor drunken - driving charges against Chargers defensive lineman Jamal Williams .,,
1245.0,12_13ecb~!~0~!~112,"The Indian navy captured 23 pirates in the Gulf of Aden after rescuing a merchant vessel that was being hijacked on Saturday , the Defence Ministry said .","The Indian navy captured 23 pirates in the Gulf of Aden after rescuing a merchant vessel that was being hijacked on Saturday , the Defence Ministry said .",,
1246.0,21_4ecbplus~!~1~!~94,Cops : Queens Woman Killed In Hit - And - Run,Cops : Queens Woman Killed In Hit - And - Run,,
1247.0,23_8ecbplus~!~1~!~30,A 36 - year - old man died about 11am on Friday after he slipped and fell about 200m down a steep icy gully .,A 36 - year - old man died about 11am on Friday after he slipped and fell about 200m down a steep icy gully .,,
1248.0,12_8ecbplus~!~1~!~2,"A five - boat pirate attack on merchant vessels transiting the Gulf of Aden was foiled by an Indian warship that was on escort duty , capturing 26 Somani brigands on three of the skiffs and confiscating their weapons , a naval officer said here Friday .","A five - boat pirate attack on merchant vessels transiting the Gulf of Aden was foiled by an Indian warship that was on escort duty , capturing 26 Somani brigands on three of the skiffs and confiscating their weapons , a naval officer said here Friday .",,
1249.0,21_8ecb~!~0~!~36,Authorities have released the name of a 66-year-old woman who was walking outside the Sam 's Club in Bloomington when she was struck and killed by a motorist .,Authorities have released the name of a 66-year-old woman who was walking outside the Sam 's Club in Bloomington when she was struck and killed by a motorist .,,
1250.0,21_11ecb~!~2~!~123,"A man accused of running down and killing a woman in front of a Bloomington store had a blood-alcohol level that was more than five times the legal limit , according to charges filed Friday .","A man accused of running down and killing a woman in front of a Bloomington store had a blood-alcohol level that was more than five times the legal limit , according to charges filed Friday .",,
1251.0,21_4ecbplus~!~4~!~97,"A 59 - year - old mother of two died when a drunken driver struck her with his car and then drove off , police said .","A 59 - year - old mother of two died when a drunken driver struck her with his car and then drove off , police said .",,
1252.0,21_7ecb~!~1~!~184,"According to police , Anthony LaSalle , 36 , of Minneapolis , hit and killed a 66-year-old LuAnn Marie Johnson in the parking lot of the Bloomington Sam 's Club Wednesday night .","According to police , Anthony LaSalle , 36 , of Minneapolis , hit and killed a 66-year-old LuAnn Marie Johnson in the parking lot of the Bloomington Sam 's Club Wednesday night .",,
1253.0,12_2ecbplus~!~3~!~167,"Indian Naval ship , INS Sukanya , thwarted a piracy attack in the Gulf of Aden and captured three boats of the pirates .","Indian Naval ship , INS Sukanya , thwarted a piracy attack in the Gulf of Aden and captured three boats of the pirates .",,
1254.0,23_5ecbplus~!~1~!~14,Mr Buckley's death came a day after 36 - year - old Duncan Rait was killed after slipping and falling 200ft from a ridge in the same national park .,Mr Buckley's death came a day after 36 - year - old Duncan Rait was killed after slipping and falling 200ft from a ridge in the same national park .,,
1255.0,18_15ecb~!~0~!~273,"A former employee walked into a staff Christmas party at an east Vancouver health products business Friday and shot and killed a man , according to police .","A former employee walked into a staff Christmas party at an east Vancouver health products business Friday and shot and killed a man , according to police .",,
