qa_uuid,qasrl_id,tokens,verb,question,answer,answer_range,verb_idx
2009~!~D0910-B-ABEH~!~7002~!~0~!~18~!~proposed~!~4680,2009~!~D0910-B-ABEH~!~7002~!~0,"['LTTE', 'announced', 'on', 'Nov.', '16', 'that', 'it', 'was', 'prepared', 'to', 'start', 'peace', 'talks', 'on', 'the', 'basis', 'of', 'its', 'proposed', 'Self', '-', 'Governing', 'Authority', '.']",proposed,What was proposed?,Self - Governing Authority,19:22,18
2009~!~D0910-B-ABEH~!~6997~!~0~!~3~!~demanded~!~4681,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",demanded,Who demanded something?,The Tamil Tigers,0:2,3
2009~!~D0910-B-ABEH~!~6997~!~0~!~3~!~demanded~!~4682,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",demanded,What did someone demand?,that the government and all coalition partners be unified in supporting the peace process,4:17,3
2009~!~D0910-B-ABEH~!~6997~!~0~!~12~!~unified~!~4683,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",unified,Who is unified?,the government and all coalition partners,5:10,12
2009~!~D0910-B-ABEH~!~6997~!~0~!~12~!~unified~!~4684,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",unified,How is someone be unified?,in supporting the peace process,13:17,12
2009~!~D0910-B-ABEH~!~6997~!~0~!~12~!~unified~!~4685,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",unified,What is someone unified in?,supporting the peace process,14:17,12
2009~!~D0910-B-ABEH~!~6997~!~0~!~14~!~supporting~!~4686,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",supporting,Who is support something?,the government and all coalition partners,5:10,14
2009~!~D0910-B-ABEH~!~6997~!~0~!~14~!~supporting~!~4687,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",supporting,What is someone supporting?,the peace process,15:17,14
2009~!~D0910-B-ABEH~!~6997~!~0~!~19~!~added~!~4688,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",added,Who added something?,The Tamil Tigers,0:2,19
2009~!~D0910-B-ABEH~!~6997~!~0~!~19~!~added~!~4689,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",added,What did someone add?,that they were ready to resume peace talks,20:27,19
2009~!~D0910-B-ABEH~!~6997~!~0~!~25~!~resume~!~4690,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",resume,Who resume something?,the government and all coalition partners,5:10,25
2009~!~D0910-B-ABEH~!~6997~!~0~!~25~!~resume~!~4691,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",resume,What is someone resume?,peace talks,26:27,25
2009~!~D0910-B-ABEH~!~6997~!~0~!~25~!~resume~!~4692,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",resume,Why is someone resume something?,if the government responded positively to their proposal for self - rule,28:39,25
2009~!~D0910-B-ABEH~!~6997~!~0~!~31~!~responded~!~4693,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",responded,Who responded?,the government,29:30,31
2009~!~D0910-B-ABEH~!~6997~!~0~!~31~!~responded~!~4694,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",responded,How did someone respond?,positively,32:32,31
2009~!~D0910-B-ABEH~!~6997~!~0~!~31~!~responded~!~4695,2009~!~D0910-B-ABEH~!~6997~!~0,"['The', 'Tamil', 'Tigers', 'demanded', 'that', 'the', 'government', 'and', 'all', 'coalition', 'partners', 'be', 'unified', 'in', 'supporting', 'the', 'peace', 'process', 'and', 'added', 'that', 'they', 'were', 'ready', 'to', 'resume', 'peace', 'talks', 'if', 'the', 'government', 'responded', 'positively', 'to', 'their', 'proposal', 'for', 'self', '-', 'rule', '.']",responded,What did someone respond to?,their proposal for self - rule,34:39,31
2009~!~D0910-B-ABEH~!~6992~!~0~!~2~!~insisted~!~4696,2009~!~D0910-B-ABEH~!~6992~!~0,"['The', 'Tigers', 'insisted', 'they', 'had', 'not', 'given', 'up', 'their', 'right', 'to', 'secede', ',', 'although', 'they', 'agreed', 'to', 'explore', 'federal', 'solutions', '.']",insisted,Who insisted something?,The Tigers,0:1,2
2009~!~D0910-B-ABEH~!~6992~!~0~!~2~!~insisted~!~4697,2009~!~D0910-B-ABEH~!~6992~!~0,"['The', 'Tigers', 'insisted', 'they', 'had', 'not', 'given', 'up', 'their', 'right', 'to', 'secede', ',', 'although', 'they', 'agreed', 'to', 'explore', 'federal', 'solutions', '.']",insisted,What did someone insist?,they had not given up their right to secede,3:11,2
2009~!~D0910-B-ABEH~!~6992~!~0~!~6~!~given~!~4698,2009~!~D0910-B-ABEH~!~6992~!~0,"['The', 'Tigers', 'insisted', 'they', 'had', 'not', 'given', 'up', 'their', 'right', 'to', 'secede', ',', 'although', 'they', 'agreed', 'to', 'explore', 'federal', 'solutions', '.']",given,Who didn't give up something?,The Tigers,0:1,6
2009~!~D0910-B-ABEH~!~6992~!~0~!~6~!~given~!~4699,2009~!~D0910-B-ABEH~!~6992~!~0,"['The', 'Tigers', 'insisted', 'they', 'had', 'not', 'given', 'up', 'their', 'right', 'to', 'secede', ',', 'although', 'they', 'agreed', 'to', 'explore', 'federal', 'solutions', '.']",given,Who didn't have given something?,they,3:3,6
2009~!~D0910-B-ABEH~!~6992~!~0~!~6~!~given~!~4700,2009~!~D0910-B-ABEH~!~6992~!~0,"['The', 'Tigers', 'insisted', 'they', 'had', 'not', 'given', 'up', 'their', 'right', 'to', 'secede', ',', 'although', 'they', 'agreed', 'to', 'explore', 'federal', 'solutions', '.']",given,What didn't someone give up?,their right to secede,8:11,6
2009~!~D0910-B-ABEH~!~6992~!~0~!~11~!~secede~!~4701,2009~!~D0910-B-ABEH~!~6992~!~0,"['The', 'Tigers', 'insisted', 'they', 'had', 'not', 'given', 'up', 'their', 'right', 'to', 'secede', ',', 'although', 'they', 'agreed', 'to', 'explore', 'federal', 'solutions', '.']",secede,Who secede?,The Tigers,0:1,11
2009~!~D0910-B-ABEH~!~6992~!~0~!~15~!~agreed~!~4702,2009~!~D0910-B-ABEH~!~6992~!~0,"['The', 'Tigers', 'insisted', 'they', 'had', 'not', 'given', 'up', 'their', 'right', 'to', 'secede', ',', 'although', 'they', 'agreed', 'to', 'explore', 'federal', 'solutions', '.']",agreed,Who agreed to do something?,The Tigers,0:1,15
2009~!~D0910-B-ABEH~!~6992~!~0~!~15~!~agreed~!~4703,2009~!~D0910-B-ABEH~!~6992~!~0,"['The', 'Tigers', 'insisted', 'they', 'had', 'not', 'given', 'up', 'their', 'right', 'to', 'secede', ',', 'although', 'they', 'agreed', 'to', 'explore', 'federal', 'solutions', '.']",agreed,What did someone agree to do?,to explore federal solutions,16:19,15
2009~!~D0910-B-ABEH~!~6992~!~0~!~17~!~explore~!~4704,2009~!~D0910-B-ABEH~!~6992~!~0,"['The', 'Tigers', 'insisted', 'they', 'had', 'not', 'given', 'up', 'their', 'right', 'to', 'secede', ',', 'although', 'they', 'agreed', 'to', 'explore', 'federal', 'solutions', '.']",explore,Who explored something?,The Tigers,0:1,17
2009~!~D0910-B-ABEH~!~6992~!~0~!~17~!~explore~!~4705,2009~!~D0910-B-ABEH~!~6992~!~0,"['The', 'Tigers', 'insisted', 'they', 'had', 'not', 'given', 'up', 'their', 'right', 'to', 'secede', ',', 'although', 'they', 'agreed', 'to', 'explore', 'federal', 'solutions', '.']",explore,What did someone explore?,federal solutions,18:19,17
2009~!~D0928-B-ACEF~!~7029~!~0~!~5~!~took~!~4706,2009~!~D0928-B-ACEF~!~7029~!~0,"['On', 'April', '27', ',', 'he', 'took', 'the', 'stand', 'in', 'his', 'defense', '.']",took,When did someone tyek something?,On April 27,0:2,5
2009~!~D0928-B-ACEF~!~7029~!~0~!~5~!~took~!~4707,2009~!~D0928-B-ACEF~!~7029~!~0,"['On', 'April', '27', ',', 'he', 'took', 'the', 'stand', 'in', 'his', 'defense', '.']",took,Who took something?,he,4:4,5
2009~!~D0928-B-ACEF~!~7029~!~0~!~5~!~took~!~4708,2009~!~D0928-B-ACEF~!~7029~!~0,"['On', 'April', '27', ',', 'he', 'took', 'the', 'stand', 'in', 'his', 'defense', '.']",took,What did someone tyek?,the stand,6:7,5
2009~!~D0928-B-ACEF~!~7029~!~0~!~5~!~took~!~4709,2009~!~D0928-B-ACEF~!~7029~!~0,"['On', 'April', '27', ',', 'he', 'took', 'the', 'stand', 'in', 'his', 'defense', '.']",took,Where did someone tyek something?,in his defense,8:10,5
2009~!~D0928-B-ACEF~!~7029~!~1~!~6~!~testified~!~4710,2009~!~D0928-B-ACEF~!~7029~!~1,"['In', 'a', 'surprise', 'move', ',', 'Kozlowski', 'testified', 'in', 'his', 'own', 'defense', '.']",testified,When did someone testify?,In a surprise move,0:3,6
2009~!~D0928-B-ACEF~!~7029~!~1~!~6~!~testified~!~4711,2009~!~D0928-B-ACEF~!~7029~!~1,"['In', 'a', 'surprise', 'move', ',', 'Kozlowski', 'testified', 'in', 'his', 'own', 'defense', '.']",testified,Who testified?,Kozlowski,5:5,6
2009~!~D0928-B-ACEF~!~7029~!~1~!~6~!~testified~!~4712,2009~!~D0928-B-ACEF~!~7029~!~1,"['In', 'a', 'surprise', 'move', ',', 'Kozlowski', 'testified', 'in', 'his', 'own', 'defense', '.']",testified,Where did someone testify?,in his own defense,7:10,6
2009~!~D0928-B-ACEF~!~7029~!~1~!~6~!~testified~!~4713,2009~!~D0928-B-ACEF~!~7029~!~1,"['In', 'a', 'surprise', 'move', ',', 'Kozlowski', 'testified', 'in', 'his', 'own', 'defense', '.']",testified,What did someone testify in?,his own defense,8:10,6
2009~!~D0928-B-ACEF~!~7029~!~2~!~1~!~took~!~4714,2009~!~D0928-B-ACEF~!~7029~!~2,"['Kozlowski', 'took', 'the', 'stand', 'in', 'his', 'retrial', '.']",took,Who took something?,Kozlowski,0:0,1
2009~!~D0928-B-ACEF~!~7029~!~2~!~1~!~took~!~4715,2009~!~D0928-B-ACEF~!~7029~!~2,"['Kozlowski', 'took', 'the', 'stand', 'in', 'his', 'retrial', '.']",took,What did someone tyek?,the stand,2:3,1
2009~!~D0928-B-ACEF~!~7029~!~2~!~1~!~took~!~4716,2009~!~D0928-B-ACEF~!~7029~!~2,"['Kozlowski', 'took', 'the', 'stand', 'in', 'his', 'retrial', '.']",took,Where did someone tyek something?,in his retrial,4:6,1
2009~!~D0928-B-ACEF~!~7030~!~0~!~1~!~retired~!~4717,2009~!~D0928-B-ACEF~!~7030~!~0,"['The', 'retired', 'Tyco', 'board', 'chairman', 'said', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'Kozlowski', '.']",retired,Who was retired?,Tyco board chairman,2:4,1
2009~!~D0928-B-ACEF~!~7030~!~0~!~5~!~said~!~4718,2009~!~D0928-B-ACEF~!~7030~!~0,"['The', 'retired', 'Tyco', 'board', 'chairman', 'said', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'Kozlowski', '.']",said,Who said something?,The retired Tyco board chairman,0:4,5
2009~!~D0928-B-ACEF~!~7030~!~0~!~5~!~said~!~4719,2009~!~D0928-B-ACEF~!~7030~!~0,"['The', 'retired', 'Tyco', 'board', 'chairman', 'said', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'Kozlowski', '.']",said,What did someone say?,he was never told about millions in forgiven loans and bonuses for Kozlowski,6:18,5
2009~!~D0928-B-ACEF~!~7030~!~0~!~9~!~told~!~4720,2009~!~D0928-B-ACEF~!~7030~!~0,"['The', 'retired', 'Tyco', 'board', 'chairman', 'said', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'Kozlowski', '.']",told,Who wasn't be told?,The retired Tyco board chairman,0:4,9
2009~!~D0928-B-ACEF~!~7030~!~0~!~9~!~told~!~4721,2009~!~D0928-B-ACEF~!~7030~!~0,"['The', 'retired', 'Tyco', 'board', 'chairman', 'said', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'Kozlowski', '.']",told,What wasn't someone tell?,about millions in forgiven loans and bonuses for Kozlowski,10:18,9
2009~!~D0928-B-ACEF~!~7030~!~0~!~9~!~told~!~4722,2009~!~D0928-B-ACEF~!~7030~!~0,"['The', 'retired', 'Tyco', 'board', 'chairman', 'said', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'Kozlowski', '.']",told,What wasn't someone be told about?,millions in forgiven loans and bonuses for Kozlowski,11:18,9
2009~!~D0928-B-ACEF~!~7030~!~0~!~13~!~forgiven~!~4723,2009~!~D0928-B-ACEF~!~7030~!~0,"['The', 'retired', 'Tyco', 'board', 'chairman', 'said', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'Kozlowski', '.']",forgiven,What was forgiven?,loans,14:14,13
2009~!~D0928-B-ACEF~!~7030~!~1~!~4~!~testified~!~4724,2009~!~D0928-B-ACEF~!~7030~!~1,"['A', 'retired', 'board', 'chairman', 'testified', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'the', 'two', 'executives', '.']",testified,Who testified something?,A retired board chairman,0:3,4
2009~!~D0928-B-ACEF~!~7030~!~1~!~4~!~testified~!~4725,2009~!~D0928-B-ACEF~!~7030~!~1,"['A', 'retired', 'board', 'chairman', 'testified', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'the', 'two', 'executives', '.']",testified,What did someone testify?,he was never told about millions in forgiven loans and bonuses for the two executives,5:19,4
2009~!~D0928-B-ACEF~!~7030~!~1~!~8~!~told~!~4726,2009~!~D0928-B-ACEF~!~7030~!~1,"['A', 'retired', 'board', 'chairman', 'testified', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'the', 'two', 'executives', '.']",told,Who has be told?,A retired board chairman,0:3,8
2009~!~D0928-B-ACEF~!~7030~!~1~!~8~!~told~!~4727,2009~!~D0928-B-ACEF~!~7030~!~1,"['A', 'retired', 'board', 'chairman', 'testified', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'the', 'two', 'executives', '.']",told,What wasn't someone tell?,about millions in forgiven loans and bonuses for the two executives,9:19,8
2009~!~D0928-B-ACEF~!~7030~!~1~!~8~!~told~!~4728,2009~!~D0928-B-ACEF~!~7030~!~1,"['A', 'retired', 'board', 'chairman', 'testified', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'the', 'two', 'executives', '.']",told,What wasn't someone be told about?,millions in forgiven loans and bonuses for the two executives,10:19,8
2009~!~D0928-B-ACEF~!~7030~!~1~!~12~!~forgiven~!~4729,2009~!~D0928-B-ACEF~!~7030~!~1,"['A', 'retired', 'board', 'chairman', 'testified', 'he', 'was', 'never', 'told', 'about', 'millions', 'in', 'forgiven', 'loans', 'and', 'bonuses', 'for', 'the', 'two', 'executives', '.']",forgiven,What was forgiven?,loans,13:13,12
2009~!~D0928-B-ACEF~!~7033~!~0~!~1~!~said~!~4730,2009~!~D0928-B-ACEF~!~7033~!~0,"['He', 'said', 'deceased', 'compensation', 'committee', 'head', 'Phillip', 'Hampton', 'had', 'approved', 'the', 'bonuses', '.']",said,Who said something?,He,0:0,1
2009~!~D0928-B-ACEF~!~7033~!~0~!~1~!~said~!~4731,2009~!~D0928-B-ACEF~!~7033~!~0,"['He', 'said', 'deceased', 'compensation', 'committee', 'head', 'Phillip', 'Hampton', 'had', 'approved', 'the', 'bonuses', '.']",said,What did someone say?,deceased compensation committee head Phillip Hampton had approved the bonuses,2:11,1
2009~!~D0928-B-ACEF~!~7033~!~0~!~9~!~approved~!~4732,2009~!~D0928-B-ACEF~!~7033~!~0,"['He', 'said', 'deceased', 'compensation', 'committee', 'head', 'Phillip', 'Hampton', 'had', 'approved', 'the', 'bonuses', '.']",approved,Who approved something?,deceased compensation committee head Phillip Hampton,2:7,9
2009~!~D0928-B-ACEF~!~7033~!~0~!~9~!~approved~!~4733,2009~!~D0928-B-ACEF~!~7033~!~0,"['He', 'said', 'deceased', 'compensation', 'committee', 'head', 'Phillip', 'Hampton', 'had', 'approved', 'the', 'bonuses', '.']",approved,What did someone approve?,the bonuses,10:11,9
2009~!~D0928-B-ACEF~!~7032~!~0~!~1~!~denied~!~4734,2009~!~D0928-B-ACEF~!~7032~!~0,"['He', 'denied', 'abusing', 'company', 'loans', 'and', 'bonuses', ',', 'testifying', 'that', 'the', 'compensation', 'committee', 'leader', ',', 'who', 'has', 'since', 'died', ',', 'approved', 'them', '.']",denied,Who denied something?,He,0:0,1
2009~!~D0928-B-ACEF~!~7032~!~0~!~1~!~denied~!~4735,2009~!~D0928-B-ACEF~!~7032~!~0,"['He', 'denied', 'abusing', 'company', 'loans', 'and', 'bonuses', ',', 'testifying', 'that', 'the', 'compensation', 'committee', 'leader', ',', 'who', 'has', 'since', 'died', ',', 'approved', 'them', '.']",denied,What did someone deny?,abusing company loans and bonuses,2:6,1
2009~!~D0928-B-ACEF~!~7032~!~0~!~2~!~abusing~!~4736,2009~!~D0928-B-ACEF~!~7032~!~0,"['He', 'denied', 'abusing', 'company', 'loans', 'and', 'bonuses', ',', 'testifying', 'that', 'the', 'compensation', 'committee', 'leader', ',', 'who', 'has', 'since', 'died', ',', 'approved', 'them', '.']",abusing,Who was abuse something?,He,0:0,2
2009~!~D0928-B-ACEF~!~7032~!~0~!~2~!~abusing~!~4737,2009~!~D0928-B-ACEF~!~7032~!~0,"['He', 'denied', 'abusing', 'company', 'loans', 'and', 'bonuses', ',', 'testifying', 'that', 'the', 'compensation', 'committee', 'leader', ',', 'who', 'has', 'since', 'died', ',', 'approved', 'them', '.']",abusing,What wasn't someone abuse?,company loans and bonuses,3:6,2
